Harry,1500
Noa,2000
Joe,500
Mia,0
kot,100
lol,0
kkk,50
olll,50
kojoiuyg,100
kot,0
sdsd,0
kol,0
kloddskds,0
Ypur name,0
ikjxs jdd,100
kot,0
Magda,3150
,3150
kdodl,0
,0
kolol,100
kolo,800
niko,900
kotlet,50
lola,300
,0
f,0
kol,0
ol,0
kot,1000
lol,750
magda,250
sfss,0
,0
kolo,0
